comment,topic,pred_topic
super bowl recipe gumbo fried chicken grilled salmon ciabatta serve big party,87,Recipes and Healthy Eating
national museum lotted piece missing sigh jan jan egypt,10,National Museum Looting
federal judge rule entire health care law tcot obamacare,22,Federal Health Care Reform Challenges
duck security expert warn stuxnet boomerang security,83,Stuxnet Virus Concerns
doritos pepsi zone commercial woman bear superbowl,99,Super Bowl Commercial Reviews
download rite movie entertainment zone download rite,14,Rite Movie Reviews
king speech usurps throne oscar leader ap queen elizabeth ii dad albert ge movie,88,Oscars Best Picture Race
state judge agree,22,Federal Health Care Reform Challenges
king speech lead oscar nomination,88,Academy Award Nominees
weight loss diet plan living healthy acai berry adi news acai berry promote weight loss imp,55,Weight Loss with Acai Berry
think extreme makeover edition great message tonight don text drive,104,Extreme Makeover for Texting Awareness
easy recipe ranch house casserole recipe,87,Recipes and Healthy Eating
killed moscow airport attack police seeking men report,36,Moscow Airport Suicide Bombing
superbowl commercial kale fooducate,99,Super Bowl Commercial Reviews
amazon rain forest safe acai berry diet power attributed,55,Weight Loss with Acai Berry
reading acai berry weight loss diet plan cardiovascular health diet weight loss,55,Weight Loss with Acai Berry
thousand protest jordan middle east,38,Jordan's Protests for Reform
egyptian demonstrator attack journalist cnn will madness,66,Egyptian Government Internet Restrictions
court rahm emanuel ineligible mayor,21,Rahm Emanuel Mayoral Eligibility Case
oceanside will install additional red light camera mid march camera helpful hurtful,64,Extreme Makeover for Texting Awareness
screen actor guild sag award winner full list,88,Academy Award Nominees
christina aguilera apologizes messing national anthem christina aguilera suffered publ,75,Christina Aguilera's National Anthem Error
chipotle scrutiny illegal worker,80,Chipotle ICE Inspections
seth blog texting working texting working shouldn text driving talk,104,Extreme Makeover for Texting Awareness
apps equal chance identity theft leslie meredith start year company,108,Identity Theft Awareness
latest christina aguilera botch national anthem super bowl kickoff,75,Christina Aguilera's National Anthem Error
king speech lead oscar nomination,88,Academy Award Nominees
marinated roast half chicken,87,Recipes and Healthy Eating
privacy setting facebook user,95,Facebook Privacy Concerns
ford commercial win superbowl,99,Super Bowl Commercial Reviews
gonna lie bud light commercial musketeer pretty funny superbowl,99,Super Bowl Commercial Reviews
shouldn beef beef gross hmm taco bell beef alleged meat,20,Taco Bell Meat Lawsuit
watch king speech win award,88,Academy Award Nominees
looter destroy mummy egyptian museum official,10,National Museum Looting
water sport fishing holden beach vacation rental travel holdenbeach,60,Fishing Regulation and Conservation
nfl official mike quick pa sport concussion bill tough mentality permeates youth sport,84,Sports-Related Concussions
change facebook privacy setting,95,Facebook Privacy Concerns
eminem brisk bizarre hip hop commercial,99,Super Bowl Commercial Reviews
hawaii bill grant access obama birth record fee,41,Social Media in Politics
student activist stage rival demonstration yemeni university,79,Yemen Political Protests
best book aquarium owner book best gain knowledge subject fish,60,Recipes and Healthy Eating
identity theft cost comment,108,Identity Theft Awareness
film king speech win producer guild top prize los angeles king speech claimed crown,88,Oscars Best Picture Race
straight catwalk stan jouk,46,Fashion Week Trends
head mossad week ago stuxnet set iranian nuke plan decade fox news iran nuke yr,73,Stuxnet Virus Concerns
thing private scholarship college solution usnews,97,Educational Scholarships
carnage bomber target moscow airport,36,Moscow Airport Suicide Bombing
protect phishing scam,108,Identity Theft Awareness
natalie portman modern family king speech crowned sag winner,88,Academy Award Nominees
gothic abby cbs,77,NCIS Show Fandom
chicago blizzard closed lake shore drive entire length notice,57,Chicago Blizzard Coverage
south indian river february fishing forecast,60,Fishing Regulation and Conservation
top weight loss pill include acai berry purchased,55,Weight Loss with Acai Berry
arizona bid block citizenship illegal immigrant anchor baby,82,Immigration Policies and Debates
black swan tonight amazing natalie portman talented actress bestmovieever blackswan lt,101,Black Swan Reception
blog post farm fresh recipe idea easy chicken wing week farm fresh recipe idea geared towar,87,Recipes and Healthy Eating
republican gain democrat social medium study released pew center internet,45,Social Media in Politics
acai berry weight loss formula program flush pound lose weight free bottle,55,Weight Loss with Acai Berry
commercial superbowl beer doritos car,99,Super Bowl Commercial Reviews
king speech crowned head oscar nominee colin firthphoto afpbritish historical drama king speech,88,Academy Award Nominees
apple steve job newsweek,106,Steve Jobs Succession Discussions
hear christina aguilera mangled star spangled banner superbowl twilight reaming,75,Christina Aguilera's National Anthem Error
platypus dead illegal fishing net animal environment fishing,60,Fishing Regulation and Conservation
wired legendary steve job leave absence medical reason second time,106,Steve Jobs Succession Discussions
florida judge rule obamacare,22,Federal Health Care Reform Challenges
spartan newsletter spartan fishing team ihsa bass fishing high,60,Fishing Regulation and Conservation
protect internet,108,Egyptian Government Internet Restrictions
catch janelle monae prince msg unreal sundance sexytime park city,96,Sundance Film Festival Celebrity Sightings
fishing relaxing rejuvenating sport fishing relaxing sport solo,60,Fishing Regulation and Conservation
black swan night london masterpiece portman oscar,101,Black Swan Reception
man hour judge vinson obamacare second ruling,22,Federal Health Care Reform Challenges
love kourtney kardashian,72,Social Media in Politics
dinner idea dinner recipe easy weekly meal plan check going,87,Recipes and Healthy Eating
levelled fishing levelled fishing skill level runescape,60,Ice Fishing Events
cressi spear fishing america black snork america black cressi,60,Fishing Regulation and Conservation
chrysler air super bowl commercial,99,Super Bowl Commercial Reviews
tip fishing salmon alaska,60,Fishing Regulation and Conservation
sun man charged killing jo yeates police tonight charged year vincent tabac murder,86,Joanna Yeates Murder Accusation
aquarium fish handbook tropical aquarium fish handbook tropical aquarium fish book discus bree,60,Fishing Regulation and Conservation
middle east news ten thousand fill yemen street day rage haaretz follow,79,Yemen Political Protests
youtube video brisk eminem super bowl commercial,99,Super Bowl Commercial Reviews
check article fox news report dead explosion moscow busiest airport,36,Moscow Airport Suicide Bombing
ijsmblog week apple future steve job,106,Steve Jobs Succession Discussions
low fat recipe lunchbox idea diet plan dinner tonight,87,Recipes and Healthy Eating
happy changed headline egyptian protester attack foreign journalist prejudicial,66,Egyptian Government Internet Restrictions
madwrite acai berry colon cleansing diet visit post acai fruit deto,55,Weight Loss with Acai Berry
scholarship advice inside financial aid office college planning help,97,Educational Scholarships
nobel peace prize nomination wikileaks founder,12,Wikileaks Nobel Peace Prize Nomination
comment horse racing tip free daily thoroughbred tag betting tip delta down fairground,94,Debt Consolidation Programs
deutsche welle yemen unsettled president vow relinquish power,79,Yemen Political Protests
tsa body scanner spot bomb dong tsa,25,Jesse Ventura TSA Lawsuit
post tsa facing lawsuit governor ventura atomstack big si fascism tsa,25,Jesse Ventura TSA Lawsuit
australia brace flood giant inland sea floodwater will spread australian state vi,98,Australian Flood Crisis
king speech reign producer guild award news india stock,88,Academy Award Nominees
sag award recap king speech conquers king town king speech recogn dating,88,Academy Award Nominees
check fish report fishmyrtlebeach,60,Fishing Regulation and Conservation
virtual master real brings augmented reality fishing hand chris scott barrfishing nice,60,Ice Fishing Events
reel augmented reality fish human takara tomy fishing reel augmented reality,60,Ice Fishing Events
guess calling beef burrito beef burrito gross,20,Taco Bell Meat Lawsuit
riz khan arizona immigration law,82,Immigration Policies and Debates
tsa testing advanced imaging technology story atlanta tsa tuesday testing,25,Jesse Ventura TSA Lawsuit
