comment,topic,pred_topic
superbowl commercial kale fooducate,99,Super Bowl Commercial Highlights
amazon rain forest safe acai berry diet power attributed,55,Acai Berry Diet
reading acai berry weight loss diet plan cardiovascular health diet weight loss,55,Acai Berry Diet
thousand protest jordan middle east,38,Jordan PM Protests
egyptian demonstrator attack journalist cnn will madness,66,Journalist Attacks in Egypt
court rahm emanuel ineligible mayor,21,Rahm Emanuel Ballot Controversy
oceanside will install additional red light camera mid march camera helpful hurtful,64,Red Light Camera Safety Debate
screen actor guild sag award winner full list,88,Oscar Nominations - King Speech
christina aguilera apologizes messing national anthem christina aguilera suffered publ,75,Christina Aguilera's Anthem Fail
chipotle scrutiny illegal worker,80,Immigration Crackdowns
seth blog texting working texting working shouldn text driving talk,104,Texting While Driving Pledge
apps equal chance identity theft leslie meredith start year company,108,Identity Theft Awareness
latest christina aguilera botch national anthem super bowl kickoff,75,Christina Aguilera's Anthem Fail
king speech lead oscar nomination,88,Oscar Nominations - King Speech
marinated roast half chicken,87,Chicken Recipes
privacy setting facebook user,95,Facebook Privacy Settings
ford commercial win superbowl,99,Volvo & VW Superbowl Ads
gonna lie bud light commercial musketeer pretty funny superbowl,99,Super Bowl Commercial Highlights
shouldn beef beef gross hmm taco bell beef alleged meat,20,Taco Bell Beef Lawsuit
watch king speech win award,88,Oscar Nominations - King Speech
looter destroy mummy egyptian museum official,10,Looting in Egypt
water sport fishing holden beach vacation rental travel holdenbeach,60,Fishing Enthusiast Reports
nfl official mike quick pa sport concussion bill tough mentality permeates youth sport,84,Teen Athlete Concussions
change facebook privacy setting,95,Facebook Privacy Settings
eminem brisk bizarre hip hop commercial,99,Chrysler Dodge Revival Superbowl Ads
hawaii bill grant access obama birth record fee,41,Obama's Social Media Strategy
student activist stage rival demonstration yemeni university,79,Yemen Day of Rage
best book aquarium owner book best gain knowledge subject fish,60,Aquarium Fish
identity theft cost comment,108,Identity Theft Awareness
film king speech win producer guild top prize los angeles king speech claimed crown,88,Oscar Nominations - King Speech
straight catwalk stan jouk,46,Spring Fashion Trends
head mossad week ago stuxnet set iranian nuke plan decade fox news iran nuke yr,73,Iran Nuclear Update
thing private scholarship college solution usnews,97,College Scholarships
carnage bomber target moscow airport,36,Moscow Airport Explosion
protect phishing scam,108,Somali Pirate Hijackings
natalie portman modern family king speech crowned sag winner,88,Oscar Nominations - King Speech
gothic abby cbs,77,Crime TV Shows Popularity
chicago blizzard closed lake shore drive entire length notice,57,Chicago Blizzard
south indian river february fishing forecast,60,Fishing Enthusiast Reports
top weight loss pill include acai berry purchased,55,Acai Berry Diet
arizona bid block citizenship illegal immigrant anchor baby,82,Immigration Crackdowns
black swan tonight amazing natalie portman talented actress bestmovieever blackswan lt,101,Black Swan Oscar Buzz
blog post farm fresh recipe idea easy chicken wing week farm fresh recipe idea geared towar,87,Chicken Recipes
republican gain democrat social medium study released pew center internet,45,Obama's Social Media Strategy
acai berry weight loss formula program flush pound lose weight free bottle,55,Acai Berry Diet
commercial superbowl beer doritos car,99,Super Bowl Commercial Highlights
king speech crowned head oscar nominee colin firthphoto afpbritish historical drama king speech,88,Oscar Nominations - King Speech
apple steve job newsweek,106,Steve Jobs Succession News
hear christina aguilera mangled star spangled banner superbowl twilight reaming,75,Christina Aguilera's Anthem Fail
platypus dead illegal fishing net animal environment fishing,60,Fishing Enthusiast Reports
wired legendary steve job leave absence medical reason second time,106,Steve Jobs Succession News
florida judge rule obamacare,22,Healthcare Reform Court Rulings
spartan newsletter spartan fishing team ihsa bass fishing high,60,Fishing Enthusiast Reports
protect internet,108,Egyptian Internet Shutdowns
catch janelle monae prince msg unreal sundance sexytime park city,96,Sundance Film Festival Highlights
fishing relaxing rejuvenating sport fishing relaxing sport solo,60,Fishing Enthusiast Reports
black swan night london masterpiece portman oscar,101,Black Swan Oscar Buzz
man hour judge vinson obamacare second ruling,22,Healthcare Reform Court Rulings
love kourtney kardashian,72,Kardashian Family Popularity
dinner idea dinner recipe easy weekly meal plan check going,87,Chicken Recipes
levelled fishing levelled fishing skill level runescape,60,Fishing Enthusiast Reports
cressi spear fishing america black snork america black cressi,60,Fishing Enthusiast Reports
chrysler air super bowl commercial,99,Chrysler Dodge Revival Superbowl Ads
tip fishing salmon alaska,60,Fishing Enthusiast Reports
sun man charged killing jo yeates police tonight charged year vincent tabac murder,86,Jo Yeates Murder Case
aquarium fish handbook tropical aquarium fish handbook tropical aquarium fish book discus bree,60,Aquarium Fish
middle east news ten thousand fill yemen street day rage haaretz follow,79,Yemen Day of Rage
youtube video brisk eminem super bowl commercial,99,Chrysler Dodge Revival Superbowl Ads
check article fox news report dead explosion moscow busiest airport,36,Moscow Airport Explosion
ijsmblog week apple future steve job,106,Steve Jobs Succession News
low fat recipe lunchbox idea diet plan dinner tonight,87,Chicken Recipes
happy changed headline egyptian protester attack foreign journalist prejudicial,66,Journalist Attacks in Egypt
madwrite acai berry colon cleansing diet visit post acai fruit deto,55,Acai Berry Diet
scholarship advice inside financial aid office college planning help,97,College Scholarships
nobel peace prize nomination wikileaks founder,12,Invalid
comment horse racing tip free daily thoroughbred tag betting tip delta down fairground,94,Horse Racing Tips
deutsche welle yemen unsettled president vow relinquish power,79,Yemen Day of Rage
tsa body scanner spot bomb dong tsa,25,TSA Body Scanners
post tsa facing lawsuit governor ventura atomstack big si fascism tsa,25,TSA Body Scanners
australia brace flood giant inland sea floodwater will spread australian state vi,98,Australia Flood Crisis
king speech reign producer guild award news india stock,88,Oscar Nominations - King Speech
sag award recap king speech conquers king town king speech recogn dating,88,Oscar Nominations - King Speech
check fish report fishmyrtlebeach,60,Fishing Enthusiast Reports
virtual master real brings augmented reality fishing hand chris scott barrfishing nice,60,Fishing Enthusiast Reports
reel augmented reality fish human takara tomy fishing reel augmented reality,60,Fishing Enthusiast Reports
guess calling beef burrito beef burrito gross,20,Taco Bell Beef Lawsuit
riz khan arizona immigration law,82,Immigration Crackdowns
tsa testing advanced imaging technology story atlanta tsa tuesday testing,25,TSA Body Scanners
colinfirth nominated oscar best actor role kingsspeech,88,Oscar Nominations - King Speech
national summit address bedbug epidemic,52,Bedbug Evolution News
antonin scalia charm tea party caucus simmi aujla politico,103,Supreme Court Workplace Retaliation Ruling
singapore news somali pirate face prosecution malaysia kuala lumpur somali pirate captured,107,Somali Pirate Hijackings
parent feel helpless bully picking kid tip bully proofing child,90,Bullying Prevention Programs
court emanuel eligible chicago mayor,21,Rahm Emanuel Ballot Controversy
oscar nomination king speech nomination actor colin firth helena bonham carter geoffrey rush,88,Oscar Nominations - King Speech
share bass fishing fayetteville,60,Fishing Enthusiast Reports
blackswan night amazing natalie portman will win oscar performance,101,Black Swan Oscar Buzz
al gore explains snowmaggedon midst global warming matt harding global warming guru vice,29,Chicago Blizzard
christina aguilera explains national anthem flub movie tv caught,75,Christina Aguilera's Anthem Fail
pro fisherman season shop learn tip great guy help teach fish skar,60,Fishing Enthusiast Reports
celtic marquis daniel leaf game stretcher,67,Super Bowl XLV Madness
bull parent educator guide cyber bullying facebook twitter like changing lif,90,Bullying Prevention Programs
watching material keeping kardashians lol love,72,Kardashian Family Popularity
australian open grand slam final live djokovic win rmang,71,Australian Open Tennis Finals
phd position biophysical chemistry lund university sweden beasiswa scholarship,97,College Scholarships
volkswagen commercial force best commercial darthvader passat,99,Volvo & VW Superbowl Ads
gear salmon fishing,60,Fishing Enthusiast Reports
record snowstorm indicator global warming,29,Chicago Blizzard
acai berry capsule review acai berry benefit letspost jone dow acai berry capsule well,55,Acai Berry Diet
news release high school student apply scholarship novec electric cooperative,97,College Scholarships
rahm chicago economy raised tax deserve,21,Rahm Emanuel Ballot Controversy
protest start yemen despite concession president hundred anti government protest,79,Yemen Day of Rage
lake shore drive closed chicago blizzard,57,Chicago Blizzard
advertising social medium technique combine super bowl tv commercial,99,Super Bowl Commercial Highlights
md striped bass fishing season early,60,Fishing Enthusiast Reports
nfl concussion news goodell order super bowl played hand touch,84,NFL Quarterback Concussions
tennis murray crushed djokovic awesomeness murray clinch st break point hope alive,71,Australian Open Tennis Finals
