comment,topic,cluster,pred_topic
ford commercial win superbowl,99,37,Super Bowl ad reviews
gonna lie bud light commercial musketeer pretty funny superbowl,99,34,Budweiser and beer-related ads
shouldn beef beef gross hmm taco bell beef alleged meat,20,3,Taco Bell lawsuit
watch king speech win award,88,45,Awards season: Oscars and SAG
looter destroy mummy egyptian museum official,10,7,Egyptian protests and museum protection
water sport fishing holden beach vacation rental travel holdenbeach,60,28,Fishing
nfl official mike quick pa sport concussion bill tough mentality permeates youth sport,84,49,Concussions and sports injuries
change facebook privacy setting,95,53,Facebook and privacy settings
eminem brisk bizarre hip hop commercial,99,41,Super Bowl commercials
hawaii bill grant access obama birth record fee,41,26,Healthcare reform legal battles
student activist stage rival demonstration yemeni university,79,75,Middle East protests
best book aquarium owner book best gain knowledge subject fish,60,74,Aquariums and pet care
identity theft cost comment,108,10,Identity theft concerns
film king speech win producer guild top prize los angeles king speech claimed crown,88,45,Awards season: Oscars and SAG
straight catwalk stan jouk,46,56,Celebrity gossip and pop culture
head mossad week ago stuxnet set iranian nuke plan decade fox news iran nuke yr,73,70,Iran’s political and legal actions
thing private scholarship college solution usnews,97,78,College scholarships and financial aid
carnage bomber target moscow airport,36,17,Moscow airport bombing
protect phishing scam,108,11,Identity theft concerns
natalie portman modern family king speech crowned sag winner,88,4,Awards season: Oscars and SAG
gothic abby cbs,77,22,Crime-solving TV shows
chicago blizzard closed lake shore drive entire length notice,57,43,Chicago blizzard: Historic snowstorm
south indian river february fishing forecast,60,28,Fishing
top weight loss pill include acai berry purchased,55,27,Weight loss and acai berry products
arizona bid block citizenship illegal immigrant anchor baby,82,26,Fast food and immigration policies
black swan tonight amazing natalie portman talented actress bestmovieever blackswan lt,101,54,Black Swan and Natalie Portman
blog post farm fresh recipe idea easy chicken wing week farm fresh recipe idea geared towar,87,16,Chicken recipes and food ideas
republican gain democrat social medium study released pew center internet,45,63,Social media for politics
acai berry weight loss formula program flush pound lose weight free bottle,55,71,Weight-loss diets and acai berry
commercial superbowl beer doritos car,99,5,Super Bowl ad reviews
king speech crowned head oscar nominee colin firthphoto afpbritish historical drama king speech,88,39,Awards season: Oscars and SAG
apple steve job newsweek,106,51,Steve Jobs’ health and impact on Apple
hear christina aguilera mangled star spangled banner superbowl twilight reaming,75,65,Christina Aguilera’s national anthem mishap
platypus dead illegal fishing net animal environment fishing,60,81,Fishing events and gear
wired legendary steve job leave absence medical reason second time,106,51,Steve Jobs’ health and impact on Apple
florida judge rule obamacare,22,69,Healthcare reform legal battles
spartan newsletter spartan fishing team ihsa bass fishing high,60,81,Fishing events and gear
protect internet,108,53,Facebook and privacy settings
catch janelle monae prince msg unreal sundance sexytime park city,96,59,Celebrity gossip and pop culture
fishing relaxing rejuvenating sport fishing relaxing sport solo,60,28,Fishing
black swan night london masterpiece portman oscar,101,54,Black Swan and Natalie Portman
man hour judge vinson obamacare second ruling,22,26,Healthcare reform legal battles
love kourtney kardashian,72,55,Kardashians
dinner idea dinner recipe easy weekly meal plan check going,87,16,Chicken recipes for dinner
levelled fishing levelled fishing skill level runescape,60,28,Fishing
cressi spear fishing america black snork america black cressi,60,81,Fishing
chrysler air super bowl commercial,99,5,Super Bowl commercials
tip fishing salmon alaska,60,66,Fishing events and gear
sun man charged killing jo yeates police tonight charged year vincent tabac murder,86,76,Joanna Yeates murder case
aquarium fish handbook tropical aquarium fish handbook tropical aquarium fish book discus bree,60,74,Aquariums and pet care
middle east news ten thousand fill yemen street day rage haaretz follow,79,85,Middle East protests
youtube video brisk eminem super bowl commercial,99,41,Super Bowl commercials
check article fox news report dead explosion moscow busiest airport,36,17,Moscow airport bombing
ijsmblog week apple future steve job,106,51,Steve Jobs’ health and impact on Apple
low fat recipe lunchbox idea diet plan dinner tonight,87,16,Weight-loss advice and fat-burning foods
happy changed headline egyptian protester attack foreign journalist prejudicial,66,22,Egypt-related political news
madwrite acai berry colon cleansing diet visit post acai fruit deto,55,9,Weight-loss diets and acai berry
scholarship advice inside financial aid office college planning help,97,75,College scholarships and financial aid
nobel peace prize nomination wikileaks founder,12,78,Invalid
comment horse racing tip free daily thoroughbred tag betting tip delta down fairground,94,73,Horse racing and betting tips
deutsche welle yemen unsettled president vow relinquish power,79,14,Yemen protest news
tsa body scanner spot bomb dong tsa,25,11,TSA body scanners
post tsa facing lawsuit governor ventura atomstack big si fascism tsa,25,56,Jesse Ventura vs TSA lawsuit
australia brace flood giant inland sea floodwater will spread australian state vi,98,50,Natural disasters and climate change
king speech reign producer guild award news india stock,88,45,Awards season: Oscars and SAG
sag award recap king speech conquers king town king speech recogn dating,88,45,Awards season: Oscars and SAG
check fish report fishmyrtlebeach,60,66,Fishing events and gear
virtual master real brings augmented reality fishing hand chris scott barrfishing nice,60,81,Fishing
reel augmented reality fish human takara tomy fishing reel augmented reality,60,81,Fishing
guess calling beef burrito beef burrito gross,20,3,Taco Bell lawsuit
riz khan arizona immigration law,82,26,Fast food and immigration policies
tsa testing advanced imaging technology story atlanta tsa tuesday testing,25,11,TSA body scanners
colinfirth nominated oscar best actor role kingsspeech,88,45,Awards season: Oscars and SAG
national summit address bedbug epidemic,52,24,Bed bugs issue
antonin scalia charm tea party caucus simmi aujla politico,103,26,Social media for politics
singapore news somali pirate face prosecution malaysia kuala lumpur somali pirate captured,107,58,Pirates and maritime security
parent feel helpless bully picking kid tip bully proofing child,90,49,Safe driving pledges
court emanuel eligible chicago mayor,21,46,Rahm Emanuel ballot case
oscar nomination king speech nomination actor colin firth helena bonham carter geoffrey rush,88,4,Awards season: Oscars and SAG
share bass fishing fayetteville,60,81,Fishing
blackswan night amazing natalie portman will win oscar performance,101,54,Black Swan and Natalie Portman
al gore explains snowmaggedon midst global warming matt harding global warming guru vice,29,82,Natural disasters and climate change
christina aguilera explains national anthem flub movie tv caught,75,67,Christina Aguilera’s national anthem mishap
pro fisherman season shop learn tip great guy help teach fish skar,60,81,Fishing events and gear
celtic marquis daniel leaf game stretcher,67,56,Concussions and sports injuries
bull parent educator guide cyber bullying facebook twitter like changing lif,90,63,Social media influence in democracy
watching material keeping kardashians lol love,72,55,Kardashians
australian open grand slam final live djokovic win rmang,71,60,Australian Open tennis championship
phd position biophysical chemistry lund university sweden beasiswa scholarship,97,78,Scholarships and international awards
volkswagen commercial force best commercial darthvader passat,99,37,Super Bowl commercials
gear salmon fishing,60,66,Fishing events and gear
record snowstorm indicator global warming,29,43,Natural disasters and climate change
acai berry capsule review acai berry benefit letspost jone dow acai berry capsule well,55,27,Weight-loss diets and acai berry
news release high school student apply scholarship novec electric cooperative,97,75,College scholarships and financial aid
rahm chicago economy raised tax deserve,21,34,Rahm Emanuel ballot case
protest start yemen despite concession president hundred anti government protest,79,21,Yemen protests intensify
lake shore drive closed chicago blizzard,57,43,Chicago blizzard: Historic snowstorm
